lib_name,lib_address,latitude,longitude,lib_name_survey,lib_address_survey,broadband,wifi,down_open,upload_open,down_midday,upload_midday,down_close,upload_close,avg_down_speed,avg_up_speed
Johnston City Public Library,"506 Washington Avenue Johnston City, IL 62951-1651",37.8162397,-88.9268124,Johnston City Public Library,"506 Washington Ave, Johnston City, Il",,,,,,,,,,
Joliet Public Library,"150 North Ottawa Street Joliet, IL 60432",41.5271353,-88.0823728,,,,,,,,,,,,
Black Road Branch,"3395 Black Road Joliet, IL 60431-2823",41.5372337,-88.16641419999999,Joliet Public Library,"3395 Black Road, Joliet, 60431",Yes,Yes,116.0,124.0,107.0,17.0,116.0,18.0,113.0,53.0
Jonesboro Public Library,"412 South Main Street Jonesboro, IL 62952-1415",37.4467834,-89.2681032,,,,,,,,,,,,
Julia Hull District Library,"100 Library Lane Stillman Valley, IL 61084-8999",42.1072475,-89.1792706,Julia Hull District Library,100 Library Ln. Stillman Valley,Yes,,106.0,81.0,100.0,93.0,102.0,83.0,102.66666666666667,85.66666666666667
Justice Public Library District,"7641 Oak Grove Avenue Justice, IL 60458-1358",41.7510189,-87.8402835,,,,,,,,,,,,
Kaneville Public Library District,"2S101 Harter Road Kaneville, IL 60144-0029",41.8355979,-88.5218551,,,,,,,,,,,,
Kankakee Public Library,"201 East Merchant Street Kankakee, IL 60901",41.1197131,-87.8636492,Kankakee Public Library,"201 East Merchant Street, Kankakee, IL  60901",Yes,Yes,34.0,69.0,79.0,25.0,68.0,51.0,60.333333333333336,48.333333333333336
Kansas Community Memorial Library,"107 North Front Street Kansas, IL 61933-0365",39.553262,-87.9394598,,,,,,,,,,,,
Kenilworth Public Library District,"419 Richmond Road Kenilworth, IL 60043-1140",42.0869446,-87.7162974,,,,,,,,,,,,
Kewanee Public Library District,"102 South Tremont Street Kewanee, IL 61443-2130",41.2432142,-89.9259438,,,,,,,,,,,,
Kinmundy Public Library,"111 South Monroe Street Kinmundy, IL 62854-0085",38.77292,-88.85054199999999,,,,,,,,,,,,
Kirkland Public Library,"513 West Main Street Kirkland, IL 60146-0189",42.0929013,-88.85032179999999,,,,,,,,,,,,
Kitchell Memorial Library,"300 SouthEast Fifth Street Morrisonville, IL 62546-0049",39.4190598,-89.4563616,Kitchell Memorial Library,"300 SE 5th St, Morrisonville, IL  62546",Yes,Yes,,,,,,,,
Knoxville Public Library,"200 East Main Street Knoxville, IL 61448-1351",40.9077971,-90.2832454,,,,,,,,,,,,
Lacon Public Library District,"205 Sixth Street Lacon, IL 61540-1244",41.0259536,-89.41182500000001,,,,,,,,,,,,
Ladd Public Library District,"125 North Main Street Ladd, IL 61329-0307",41.3823135,-89.21889709999999,,,,,,,,,,,,
LaGrange Park Public Library District,"555 North LaGrange Road LaGrange Park, IL 60526-5644",41.8249271,-87.8708178,,,,,,,,,,,,
LaGrange Public Library,"10 West Cossitt Avenue La Grange, IL 60525-2327",41.81210189999999,-87.8699741,La Grange Public Library,"10 W Cossitt Ave, La Grange, IL 60525",Yes,Yes,120.0,16.0,100.0,10.0,100.0,9.0,106.66666666666667,11.666666666666666
LaHarpe Carnegie Public Library District,"209 East Main Street, PO Box 506 La Harpe, IL 61450-0506",40.5833749,-90.9693057,,,,,,,,,,,,
Lake Bluff Public Library,"123 East Scranton Avenue Lake Bluff, IL 60044-2570",42.2794529,-87.84304379999999,Lake Bluff Public Library,"123 E Scranton Ave. Lake Bluff, IL 60044",Yes,Yes,62.0,24.0,62.0,24.0,65.0,24.0,63.0,24.0
Lake Forest Library,"360 East Deerpath Road Lake Forest, IL 60045-2252",42.25223709999999,-87.838163,,,,,,,,,,,,
Lake Villa Public Library District,"140 North Munn Road Lindenhurst, IL 60046-9154",42.4178876,-88.0491837,Lake Villa Public Library District,140 N Munn Rd,Yes,Yes,92.0,83.0,46.0,56.0,78.0,82.0,72.0,73.66666666666667
LaMoille-Clarion Public Library District,"81 N. Main St. La Moille, IL 61330",41.5326521,-89.2797166,,,,,,,,,,,,
Lanark Public Library,"111B South Broad Street Lanark, IL 61046-1203",42.10158879999999,-89.8325413,,,,,,,,,,,,
Lansing Public Library,"2750 Indiana Avenue Lansing, IL 60438-2226",41.5660387,-87.5497062,,,,,,,,,,,,
LaSalle Public Library,"305 Marquette St La Salle, IL 61301",41.3305148,-89.09639829999999,LaSalle Public Library,305 Marquette St. La Salle Il 61301,Yes,Yes,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0
Lawrence Public Library District,"814 12th Street Lawrenceville, IL 62439-2706",38.7279313,-87.6828446,Lawrence Public Library District,"814 12th Street, Lawrenceville",Yes,Yes,91.0,42.0,92.0,40.0,92.0,37.0,91.66666666666667,39.666666666666664
Lebanon Public Library,"314 West Saint Louis Street Lebanon, IL 62254-1561",38.603791,-89.81102779999999,,,,,,,,,,,,
Leepertown Township Public Library,"201 East Nebraska Street Bureau, IL 61315-9700",41.28798829999999,-89.3662603,,,,,,,,,,,,
Lemont Public Library District,"50 E Wend Street Lemont, IL 60439",41.6578597,-88.0038179,Lemont Public Library District,"50 E Wend St.  Lemont, IL 60439",Yes,Yes,320.0,39.0,320.0,40.0,320.0,40.0,320.0,39.666666666666664
Lena Community District Library,"300 West Mason Street Lena, IL 61048-0756",42.378839,-89.8278579,,,,,,,,,,,,
Lewistown Carnegie Public Library District,"1126 N. Main Lewistown, IL 61542-9669",40.4040233,-90.1556979,,,,,,,,,,,,
The Smith Library,"207 S. Cedar Lexington, IL 61753",40.6399766,-88.7830425,,,,,,,,,,,,
Lillie M. Evans Library District,"207 North Walnut Avenue Princeville, IL 61559-0349",40.9312122,-89.7565494,,,,,,,,,,,,
Limestone Township Library District,"2701 West Tower Road Kankakee, IL 60901-8081",41.1408582,-87.9276854,,,,,,,,,,,,
Lincoln Library,"326 South Seventh Street Springfield, IL 62701-1621",39.79859099999999,-89.64552549999999,Lincoln Library,"326 South 7th Street, Springfield, IL 62701",Yes,Yes,25.0,70.0,61.0,92.0,87.0,89.0,57.666666666666664,83.66666666666667
Lincoln Public Library District,"725 Pekin Street Lincoln, IL 62656-2726",40.14683720000001,-89.3611111,Lincoln Public Library District,"725 Pekin St. Lincoln, IL",Yes,Yes,24.0,22.0,26.0,24.0,26.0,22.0,25.333333333333332,22.666666666666668
Annex Branch,"622 Broadway Street Lincoln, IL 62656",40.1464359,-89.36151249999999,,,,,,,,,,,,
Lincolnwood Public Library District,"4000 West Pratt Avenue Lincolnwood, IL 60712-3531",42.0048234,-87.72919999999999,Lincolnwood Public Library District,"4000 W. Pratt Ave, Lincolnwood, IL 60712",Yes,Yes,90.0,90.0,75.0,92.0,86.0,83.0,83.66666666666667,88.33333333333333
Linda Sokol Francis Brookfield Library,"3541 Park Avenue Brookfield, IL 60513",41.8259318,-87.84865909999999,,,,,,,,,,,,
Lisle Library District,"777 Front Street Lisle, IL 60532-2287",41.7964317,-88.06693659999999,,,,,,,,,,,,
Litchfield Public Library District,"1205 S. State Street Litchfield, IL 62056",39.1645101,-89.6561227,Litchfield Public Library District,"1205 S State  Litchfield, IL 62056",Yes,Yes,163.0,165.0,163.0,161.0,166.0,164.0,164.0,163.33333333333334
Lostant Community Library,"102 West Third Street Lostant, IL 61334-0189",41.1418792,-89.06031279999999,Lostant Community Library,"102 West 3rd Street, Lostant 61334",Yes,Yes,25.0,5.0,25.0,5.0,25.0,5.0,25.0,5.0
Louis Latzer Memorial Public Library,"1001 Ninth Street Highland, IL 62249-1612",38.7417378,-89.6787191,,,,,,,,,,,,
Lovington Public Library District,"110 W. State St. Lovington, IL 61937",39.7157306,-88.6329926,,,,,,,,,,,,
Lyons Public Library,"4209 Joliet Avenue Lyons, IL 60534-1514",41.8149793,-87.82039440000001,,,,,,,,,,,,
M-C River Valley Public Library District,"304 Main Street Meredosia, IL 62665-0259",39.8309584,-90.5608373,,,,,,,,,,,,
Mackinaw District Public Library,"117 South Main Street Mackinaw, IL 61755-0560",40.536096,-89.3588894,,,,,,,,,,,,
Macomb Public Library District,"235 South Lafayette Street Macomb, IL 61455-2231",40.4566521,-90.6715603,,,,,,,,,,,,
Madison Public Library,"1700 Fifth Street Madison, IL 62060-1502",38.6806926,-90.1518759,,,,,,,,,,,,
Mahomet Public Library District,"1702 E Oak St Mahomet, IL 61853",40.1869304,-88.3757538,,,,,,,,,,,,
Malta Township Public Library,"203 East Adams Street Malta, IL 60150-0054",41.9297285,-88.86320200000002,,,,,,,,,,,,
Manhattan-Elwood Public Library District,"240 Whitson Street Manhattan, IL 60442-0053",41.4218937,-87.9841208,Manhattan-Elwood Public Library District,"240 Whitson Street  PO Box 53, Manhattan",Yes,Yes,,,,,,,,
Manteno Public Library District,"10 South Walnut Street Manteno, IL 60950-1433",41.2489526,-87.8363641,,,,,,,,,,,,
Maple Park Public Library District,"302 Willow Street Maple Park, IL 60151-0159",41.90580180000001,-88.5998845,,,,,,,,,,,,
Maquon Public Library District,"210 Main Street Maquon, IL 61458-0230",40.7992887,-90.1652636,,,,,,,,,,,,
Marengo-Union Public Library District,"19714 East Grant Highway Marengo, IL 60152-9493",42.23868450000001,-88.5821215,Marengo-Union Library District,"PO BOX 145, 19714 E Grant Hwy, Marengo, Il 60152",Yes,Yes,320.0,11.0,320.0,7.0,320.0,11.0,320.0,9.666666666666666
Marion Carnegie Library,"206 South Market Street Marion, IL 62959-2516",37.7295,-88.9276544,,,,,,,,,,,,
Marissa Area Public Library District,"212 North Main Street Marissa, IL 62257-1344",38.2471121,-89.753902,Marissa Area Public Library District,"212 North Main Street, Marissa, IL 62257",Yes,Yes,291.0,50.0,258.0,48.0,287.0,50.0,278.6666666666667,49.333333333333336
Bradford Anderson Oglesby Public Library,"16640 South Kedzie Avenue Markham, IL 60428-0038",41.5866592,-87.69486169999999,MARKHAM PUBLIC LIBRARY,"16640 KEDZIE AVE. MARKHAM, IL 60428",Yes,Yes,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0
Maroa Public Library District,"305 E Garfield St Maroa, IL 61756",40.0342026,-88.9528701,Maroa Public Library District,"305 E. Garfield St. Maroa, IL 61756",Yes,Yes,188.0,145.0,193.0,198.0,189.0,186.0,190.0,176.33333333333334
Marquette Heights Public Library,"715 Lincoln Road Marquette Heights, IL 61554-1313",40.6170704,-89.60238389999999,,,,,,,,,,,,
Marrowbone Public Library District,"216 West Main Street Bethany, IL 61914-8627",39.6452928,-88.7401156,,,,,,,,,,,,
Marseilles Public Library,"155 East Bluff Street Marseilles, IL 61341-1442",41.3300223,-88.70687110000001,,,,,,,,,,,,
Marshall Area Public Library District,"612 Archer Avenue Marshall, IL 62441-1268",39.3909908,-87.6955327,Marshall Public Library,"612 Archer Avenue, Marshall, IL 62441",Yes,Yes,94.0,94.0,95.0,94.0,95.0,94.0,94.66666666666667,94.0
Martin Township Public Library,"132 West Main Street Colfax, IL 61728-0376",40.5668031,-88.6176887,,,,,,,,,,,,
Martinsville Public Library District,"120 East Cumberland Street Martinsville, IL 62442-0190",39.3341046,-87.88055829999999,Martinsville Public Library District,"120 E Cumberland St Martinsville, IL 62442",Yes,Yes,28.0,2.0,27.0,1.0,27.0,1.0,27.333333333333332,1.3333333333333333
Maryville Community Library District,"15 Professional Park Drive Maryville, IL 62062-5625",38.7374237,-89.95498529999999,,,,,,,,,,,,
Mascoutah Public Library,"3 W Church St Mascoutah, IL 62258-2004",38.4914707,-89.79773159999999,Mascoutah Public Library,3 West Church St Mascoutah IL 62258,Yes,Yes,111.0,35.0,110.0,35.0,110.0,35.0,110.33333333333333,35.0
Mason City Public Library District,"820 West Chestnut Street Mason City, IL 62664-9768",40.2025892,-89.7078732,Mason City Public Library District,"820 W Chestnut Street   Mason City, IL 62664-9768",Yes,Yes,39.0,87.0,49.0,93.0,55.0,93.0,47.666666666666664,91.0
Mason Memorial District Library,"104 West Main Street Buda, IL 61314-0055",41.3269228,-89.6796925,,,,,,,,,,,,
Matteson Area Public Library District,"801 School Avenue Matteson, IL 60443-1849",41.5126755,-87.7251885,Matteson Area Community Library District,"801 School Ave. Matteson, IL 60443",Yes,Yes,44.58,43.55,43.55,42.38,43.02,42.08,43.71666666666667,42.669999999999995
Mattoon Public Library,"1600 Charleston Avenue Mattoon, IL 61938-0809",39.4818714,-88.37427509999999,,,,,,,,,,,,
Maywood Public Library District,"121 South Fifth Avenue Maywood, IL 60153-1307",41.8873593,-87.83831049999999,,,,,,,,,,,,
McCook Public Library District,"8419 West 50th Street McCook, IL 60525-3187",41.8001917,-87.8309136,,,,,,,,,,,,
McCoy Memorial Library,"130 South Washington Street McLeansboro, IL 62859-1147",38.0930408,-88.53686390000001,,,,,,,,,,,,
McHenry Public Library District,"809 Front Street McHenry, IL 60050-5578",42.3391799,-88.27569439999999,McHenry Public Library District,"809 Front Street McHenry, IL 60050",Yes,Yes,292.0,194.0,320.0,190.0,292.0,194.0,301.3333333333333,192.66666666666666
Melrose Park Public Library,"801 Broadway Avenue Melrose Park, IL 60160-3725",41.89447879999999,-87.8561888,Melrose Park Public Library,"801 N. Broadway, Melrose Park, IL 60160",Yes,Yes,106.0,77.0,102.0,75.0,105.0,79.0,104.33333333333333,77.0
Melvin Public Library,"102 South Center Gibson City, IL 60936",40.46531179999999,-88.37588749999999,,,,,,,,,,,,
Messenger Public Library of North Aurora,"113 Oak Street North Aurora, IL 60542-1108",41.8090724,-88.3285703,,,,,,,,,,,,
Metropolis Public Library,"317 Metropolis Street Metropolis, IL 62960-2135",37.1494629,-88.73199489999999,Metropolis Public Library,317 Metropolis Street,,,,,,,,,,
Midlothian Public Library,"14701 South Kenton Avenue Midlothian, IL 60445-2575",41.6796599,-87.7338137,,,,,,,,,,,,
Milan-Blackhawk Area Public Library District,"Rock Island Public Library Rock Island, IL 61201-8124",41.508518,-90.572784,,,,,,,,,,,,
Milford District Library,"2 South Grant Avenue Milford, IL 60953-1310",40.6281894,-87.6933573,,,,,,,,,,,,
Milledgeville Public Library,"18 West Fifth Street Milledgeville, IL 61051-9416",41.9641212,-89.7755888,,,,,,,,,,,,
Mills & Petrie Memorial Library and Gymnasium,"704 North First Street Ashton, IL 61006-0308",41.8674668,-89.2227242,Mills & Petrie Memorial Library,"704 N. First Street, Ashton, il  61006",Yes,Yes,91.0,35.0,91.0,35.0,91.0,35.0,91.0,35.0
Millstadt Library,"115 West Laurel Street Millstadt, IL 62260-1925",38.45917,-90.093119,,,,,,,,,,,,
Mineral-Gold Public Library District,"120 East Main Street Mineral, IL 61344-0087",41.382276,-89.83716919999999,,,,,,,,,,,,
Collinsville Memorial Library Center,"408 West Main Street Collinsville, IL 62234-3018",38.6682604,-89.9902726,Mississippi Valley Library District,"408 West Main Street, Collinsville",Yes,Yes,50.0,50.0,51.0,48.0,50.0,50.0,50.333333333333336,49.333333333333336
Fairmont City Library Center,"4444 Collinsville Road Fairmont City, IL 62201-2320",38.6504813,-90.1038394,,,,,,,,,,,,
Mokena Community Public Library District,"11327 West 195th Street Mokena, IL 60448-1399",41.5344118,-87.8915617,,,,,,,,,,,,
Moline Public Library,"3210 41st Street Moline, IL 61265-7829",41.4810687,-90.4781069,Moline Public Library,"3210 41st St. Moline, IL 61265",Yes,Yes,121.0,48.0,157.0,26.0,174.0,32.0,150.66666666666666,35.333333333333336
Moore Memorial Library District,"305 Warren Ave Hillsdale, IL 61257",41.6113876,-90.1697272,,,,,,,,,,,,
Morris Area Public Library District,"604 Liberty Street Morris, IL 60450-1850",41.3614054,-88.4242577,,,,,,,,,,,,
Morrison & Mary Wiley Library,"206 West Main Street Elmwood, IL 61529-0467",40.7777448,-89.96838590000002,Morrison & Mary Wiley Library,"206 W Main St Elmwood, IL 61529",Yes,Yes,92.0,29.0,92.0,29.0,92.0,29.0,92.0,29.0
Morrison-Talbott Library,"215 Park Street Waterloo, IL 62298-1305",38.3328988,-90.1523148,,,,,,,,,,,,
Morton Grove Public Library,"6140 Lincoln Avenue Morton Grove, IL 60053-2989",42.0356926,-87.7807144,,,,,,,,,,,,
Morton Public Library District,"315 West Pershing Street Morton, IL 61550-1854",40.6125764,-89.4632132,,,,,,,,,,,,
Mounds Public Library,"418 First Street Mounds, IL 62964-1208",37.11444600000001,-89.1974833,,,,,,,,,,,,
Mount Carmel Public Library,"727 North Mulberry Street Mount Carmel, IL 62863-2047",38.4148094,-87.76149570000001,Mount Carmel Public Library,"727 N Mulberry St, Mount Carmel, IL 62863",Yes,Yes,168.0,44.0,177.0,45.0,179.0,44.0,174.66666666666666,44.333333333333336
Mount Carroll District Library,"208 N. Main Mount Carroll, IL 61053",42.1002407,-89.9791941,,,,,,,,,,,,
Mount Hope-Funk's Grove Townships Public Library District,"111 South Hamilton Street McLean, IL 61754-0320",40.3120462,-89.17085420000001,Mt. Hope-Funks Grove Public Library District,"111 S Hamilton St, McLean, IL 61754",,,,,,,,,,
Mount Morris Public Library,"105 South McKendrie Avenue Mount Morris, IL 61054",42.0474367,-89.4316971,Mount Morris Public Library,"105 S. McKendrie Ave, Mount Morris, IL 61054",Yes,Yes,320.0,320.0,320.0,320.0,320.0,298.0,320.0,312.6666666666667
Mount Olive Public Library,"100 North Plum Street Mount Olive, IL 62069-1755",39.075998,-89.726022,,,,,,,,,,,,
Mount Prospect Public Library,"10 South Emerson Street Mount Prospect, IL 60056-3218",42.0657144,-87.93608449999999,,,,,,,,,,,,
South Branch,"1711 West Algonquin Road Mount Prospect, IL 60056-5401",42.0354571,-87.9614105,,,,,,,,,,,,
Mount Pulaski Public Library District,"320 North Washington Street Mount Pulaski, IL 62548-1151",40.0124581,-89.2855969,Mount Pulaski Public Library,"320 N. Washington, Mt. Pulaski Illinois 62548",Yes,Yes,320.0,39.0,320.0,40.0,320.0,40.0,320.0,39.666666666666664
Mount Zion District Library,"115 West Main Street Mount Zion, IL 62549-1534",39.7695428,-88.87214039999999,,,,,,,,,,,,
Moweaqua Public Library District,"600 North Putnam Street Moweaqua, IL 62550-9418",39.6312409,-89.0146097,,,,,,,,,,,,
Moyer District Library,"618 South Sangamon Avenue Gibson City, IL 60936-1721",40.45846900000001,-88.3746922,Moyer District Library,618 S. Sangamon Avenue,Yes,Yes,70.0,6.0,67.0,6.0,68.0,6.0,68.33333333333333,6.0
Nancy L. McConathy Public Library District,"21737 Jeffrey Ave Sauk Village, IL 60411",41.4921041,-87.57333369999999,,,,,,,,,,,,
The Nichols Library,"200 West Jefferson Avenue Naperville, IL 60540-5351",41.7722664,-88.1520108,,,,,,,,,,,,
95th Street Library,"3015 Cedar Glade Dr Naperville, IL 60564",41.7090165,-88.20211359999999,,,,,,,,,,,,
Naperville Public Library,"20 West Jefferson Naperville, IL 60540",41.7727368,-88.1486379,,,,,,,,,,,,
Nashville Public Library,"219 East Elm Street Nashville, IL 62263-1711",38.3447904,-89.381619,Nashville Public Library,"219 East Elm Street / Nashville, IL 62263",Yes,Yes,12.0,11.0,12.0,12.0,12.0,12.0,12.0,11.666666666666666
Nauvoo Public Library,"1270 Mulholland Street Nauvoo, IL 62354-0276",40.5496281,-91.3824433,,,,,,,,,,,,
Neoga Public Library District,"551 Chestnut Avenue Neoga, IL 62447-0888",39.3190304,-88.4539015,,,,,,,,,,,,
Neponset Public Library,"201 West Commerical Street Neponset, IL 61345-0110",41.2962547,-89.7911579,,,,,,,,,,,,
New Athens District Library,"201 North Van Buren Street New Athens, IL 62264-1024",38.32676,-89.87810139999999,New Athens District Library,"201 N. Van Buren St., New Athens, IL 62264",Yes,Yes,113.0,35.0,114.0,35.0,100.0,34.0,109.0,34.666666666666664
New Baden Public Library,"210 North First Street New Baden, IL 62265-1357",38.537357,-89.6995037,,,,,,,,,,,,
New Lenox Public Library District,"120 Veterans Parkway New Lenox, IL 60451-2390",41.5138014,-87.9785734,,,,,,,,,,,,
New Windsor Public Library District,"412 Main Street New Windsor, IL 61465-0220",41.2025115,-90.4415038,,,,,,,,,,,,
Newman Regional Library District,"207 S Coffin St Newman, IL 61942",39.7961076,-87.9876402,Newman Regional Library District,"207 S. Coffin St., Ste. D, Newman, IL 61942",Yes,Yes,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
Newton Public Library District,"100 S. Van Buren St. Newton, IL 62448",38.9908164,-88.1608325,,,,,,,,,,,,
Niles-Maine District Library,"6960 West Oakton Street Niles, IL 60714-3098",42.0268167,-87.8010177,Niles-Maine Distrct Library,6960 W. Oakton St.,Yes,Yes,120.0,35.0,120.0,35.0,120.0,35.0,120.0,35.0
Nippersink Public Library District,"5418 Hill Road Richmond, IL 60071-9750",42.4652537,-88.3044149,,,,,,,,,,,,
Nokomis Community Building,"22 South Cedar Street Nokomis, IL 62075-1663",39.299736,-89.28798379999999,,,,,,,,,,,,
Normal Public Library,"206 West College Avenue Normal, IL 61761-2576",40.5105945,-88.9867785,Normal Public Library,"206 West College Avenue  Normal, IL 61761",Yes,Yes,34.0,34.0,27.0,31.0,36.0,34.0,32.333333333333336,33.0
Norris City Memorial Public Library District,"603 South Division Street Norris City, IL 62869-1516",37.9760013,-88.3285049,,,,,,,,,,,,
North Chicago Public Library,"2100 Argonne Drive North Chicago, IL 60064-2439",42.32554750000001,-87.85796789999999,,,,,,,,,,,,
North Pike District Library,"119 South Corey Street Griggsville, IL 62340-0419",39.7082018,-90.7265569,,,,,,,,,,,,
North Riverside Public Library District,"2400 Des Plaines Avenue North Riverside, IL 60546-1520",41.84629450000001,-87.8235876,North Riverside Public Library District,"2400 S. Des Plaines Ave., North Riverside, IL 60546",Yes,Yes,320.0,124.0,320.0,61.0,320.0,87.0,320.0,90.66666666666667
NSLD/Loves Park Administrative,"6340 North Second Street Loves Park, IL 61111-4166",42.3227907,-89.0586932,,,,,,,,,,,,
Roscoe Branch Library,"5562 Clayton Circle Roscoe, IL 61073",42.4298863,-89.0082979,,,,,,,,,,,,
Northbrook Public Library,"1201 Cedar Lane Northbrook, IL 60062-4513",42.1305085,-87.8308752,Northbrook Public Library,"1201 Cedar Lane, Northbrook, IL 60062",Yes,Yes,306.0,274.0,217.0,229.0,270.0,320.0,264.3333333333333,274.3333333333333
Northlake Public Library District,"231 North Wolf Road Northlake, IL 60164-1648",41.9113391,-87.90290739999999,Northlake Public Library District,231 N Wolf Rd Northlake IL 60164,Yes,Yes,221.0,21.0,219.0,20.0,220.0,22.0,220.0,21.0
O'Fallon Public Library,"120 Civic Plaza O'Fallon, IL 62269-2692",38.5817228,-89.91327679999999,O'Fallon Public Library,"120 Civic Plaza, O'Fallon IL  62269",Yes,Yes,24.0,28.0,28.0,30.0,26.0,30.0,26.0,29.333333333333332
Oak Brook Public Library,"600 Oak Brook Road Oak Brook, IL 60523-2202",41.8336998,-87.9369973,,,,,,,,,,,,
Oak Lawn Public Library,"9427 Raymond Ave Oak Lawn, IL 60453",41.72031010000001,-87.7522678,Oak Lawn Public Library,"9427 S. Raymond Ave, Oak Lawn, IL 60453",Yes,Yes,101.0,27.0,46.0,34.0,50.0,34.0,65.66666666666667,31.666666666666668
Oak Park Public Library(Primary Building),"834 Lake Street Oak Park, IL 60301-1398",41.88912089999999,-87.7964677,Oak Park Public Library,834 Lake St,Yes,Yes,236.0,241.0,169.0,109.0,243.0,236.0,216.0,195.33333333333334
Dole Branch Library,"255 Augusta Street Oak Park, IL 60302-1701",41.8980427,-87.7826743,,,,,,,,,,,,
Maze Branch Library,"845 Gunderson Avenue Oak Park, IL 60304-1425",41.8728358,-87.78701339999999,,,,,,,,,,,,
Oakwood Public Library District,"110 East Finley Street Oakwood, IL 61858-0099",40.11475710000001,-87.7774293,,,,,,,,,,,,
Odell Public Library,"307 South Madison Street Morrison, IL 61270-2724",41.8056412,-89.9662531,Odell Public Library,"307 South Madison, Morrison, IL 61270",Yes,Yes,307.0,313.0,320.0,315.0,309.0,287.0,312.0,305.0
Odell Public Library District,"301 East Richard Street Odell, IL 60460-0347",41.003052,-88.5215928,Odell Public Library District,"301 E. Richard Street, Odell, IL 60460",Yes,Yes,24.0,3.0,37.0,3.0,37.0,2.0,32.666666666666664,2.6666666666666665
Ogden Rose Public Library,"103 West Main Street Ogden, IL 61859-0297",40.11419,-87.9566579,Ogden Rose Public Library,103 w. Main st. Ogden Illinois 61859,Yes,Yes,30.0,6.0,30.0,8.0,25.0,4.0,28.333333333333332,6.0
Oglesby Public Library District,"111 South Woodland Avenue Oglesby, IL 61348-1597",41.2942317,-89.06294249999999,,,,,,,,,,,,
Ohio Public Library District,"112 North Main Street Ohio, IL 61349-0187",41.5580954,-89.4618652,,,,,,,,,,,,
Olney Public Library,"400 West Main Street Olney, IL 62450-1555",38.73177,-88.0888167,,,,,,,,,,,,
Olympia Fields Public Library,"207th and Governors Highway Olympia Fields, IL 60461-1096",41.5169125,-87.7062084,,,,,,,,,,,,
Onarga Community Public Library District,"209 West Seminary Avenue Onarga, IL 60955-1131",40.7150544,-88.00953419999999,,,,,,,,,,,,
Oregon Public Library District,"300 Jefferson Street Oregon, IL 61061-1616",42.0135578,-89.33170059999999,Oregon Public Library,"300 Jefferson St. Oregon, IL 61061",Yes,Yes,273.0,29.0,30.0,280.0,285.0,29.0,196.0,112.66666666666667
Orland Hills Public Library District,"7851 Timber Drive Tinley Park, IL 60477-5387",41.5620017,-87.81044890000001,Tinley Park Public Library,"7851 Timber Dr. Tinley Park, IL 60477",Yes,Yes,320.0,35.0,320.0,31.0,320.0,35.0,320.0,33.666666666666664
Orland Park Public Library,"14921 South Ravinia Avenue Orland Park, IL 60462-3193",41.6188374,-87.8563566,,,,,,,,,,,,
Oswego Campus,"32 West Jefferson Street Oswego, IL 60543-9078",41.685141,-88.35072269999999,,,,,,,,,,,,
Montgomery Campus,"1111 Reading Drive Montgomery, IL 60538",41.7207466,-88.2954341,,,,,,,,,,,,
Palatine Public Library District(Primary Building),"700 North North Court Palatine, IL 60067-8158",42.12216180000001,-88.0367672,,,,,,,,,,,,
North Hoffman Branch,"3600 Lexington Drive Hoffman Estates, IL 60192-1824",42.0892626,-88.10587319999999,Palatine Public Library District,"3600 Lexington Drive, Hoffman Estates, IL 60192",Yes,Yes,58.0,8.0,57.0,6.0,57.0,6.0,57.333333333333336,6.666666666666667
Rand Road Branch,"1585 Rand Road Palatine, IL 60074",42.1378372,-88.018952,,,,,,,,,,,,
Palestine Public Library District,"201 South Washington Street Palestine, IL 62451-1060",39.0016978,-87.62183879999999,,,,,,,,,,,,
Palos Heights Public Library,"12501 South 71st Avenue Palos Heights, IL 60463-1595",41.6640115,-87.79395129999999,Palos Heights Public Library,"12501 S 71st Avenue, Palos Heights, IL 60463",Yes,Yes,219.0,49.0,220.0,44.0,,,219.5,46.5
Palos Park Public Library,"12330 South Forest Glen Boulevard Palos Park, IL 60464-1707",41.6654517,-87.838212,,,,,,,,,,,,
Pankhurst Memorial Library,"3 South Jefferson Avenue Amboy, IL 61310-1400",41.7147787,-89.32747619999999,,,,,,,,,,,,
Paris Carnegie Public Library,"207 South Main Street Paris, IL 61944-2252",39.60940160000001,-87.6952824,,,,,,,,,,,,
Park Forest Public Library,"400 Lakewood Boulevard Park Forest, IL 60466-1619",41.4851658,-87.6847072,Park Forest Public Library,"400 Lakewood Blvd., Park Forest, 60466",Yes,Yes,117.0,23.0,113.0,23.0,116.0,23.0,115.33333333333333,23.0
Park Ridge Public Library,"20 South Prospect Avenue Park Ridge, IL 60068-4102",42.0106557,-87.83049129999999,Park Ridge Public Library,"20 S. Prospect, Park Ridge, IL 60068",Yes,Yes,89.0,95.0,79.0,93.0,98.0,96.0,88.66666666666667,94.66666666666667
Parlin-Ingersoll Public Library,"205 West Chestnut Street Canton, IL 61520-2472",40.557603,-90.0387058,,,,,,,,,,,,
Patoka Public Library,"210 West Bond Street Patoka, IL 62875-0058",38.7542937,-89.09780479999999,,,,,,,,,,,,
